"","adult_female","adult_male","juvenile_female","juvenile_male","total"
"1",852260.564419804,1456656.38465164,435550.193456793,412217.14737875,3156684.28990699
"2",1196478.99486152,1736216.30678209,0,0,2932695.30164361
"3",1196478.99486152,1736216.30678209,0,0,2932695.30164361
