"","adult_female","adult_male","juvenile_female","juvenile_male","total"
"1",2632.35125673766,5370.34399733848,1016.60057863363,962.139833349683,9981.43566605946
"2",3490.64292823351,6057.78428067285,0,0,9548.42720890636
"3",3490.64292823351,6057.78428067285,0,0,9548.42720890636
